comments,Label,,,,,,,,,,,,,,,,,,
"b""my husband of 9 years left me just because i could not give him A child, i did all i could to make sure i give him a child, i even went to an extent of forcing him to have sex with me every night but could not work. not until one evening when i was browsing through the internet, i saw a comment on how a woman in same problem like mine was  made home by A man called lord amadi . i read about him and decided to contact him for help, i did as he ask me to do but i was still wondering how can someone just bring back my love he don't even know but i keep doing as he ask me to do. i was very surprise one morning my husband came and started begging me to come back to his life. at first i pretend to be angry then i accepted him back. lord amadi also cast a spell for me to make me have children and as i speak right now i am a mother with 3kids. if there is any one out there who needs his help you can contact him through his personal EMAIL: lordamadi@outlook.com.  phone: +2349066148726. i wish you good luck""",1,,,,,,,,,,,,,,,,,,
b'SEX',1,,,,,,,,,,,,,,,,,,
b'Check out this Wild Sex episode next! https://www.facebook.com/WildSex/videos/184490158772332/',0,,,,,,,,,,,,,,,,,,
b'That was more than I needed to know',0,,,,,,,,,,,,,,,,,,
"b""The reason it's easier for females in later births is because their scar tissue when rips heal is stretchy.\n\nThe more they tear the more likely to have successful births later on.""",0,,,,,,,,,,,,,,,,,,
"b'Hyenas have rather odd sexual organs in that male and female genitalia look very similar. Mist have been brave people who determined this, but I guess the hyenas were anesthetized.'",1,,,,,,,,,,,,,,,,,,
"b'Barnacle sex is even stranger. The male has the longest penis relative to body size of any animal. As barnacles are firmly fixed in place, he sends his penis out to explore for a receptive female.'",1,,,,,,,,,,,,,,,,,,
"b'I could almost hear the drool hitting the floor from envious, power hungry, emasculating, cancerous feminism, through this video. \nAnd even though modern feminism can be very hyena-like, we are not hyenas. Never will be. Man will always be the head in the human order ultimately.'",0,,,,,,,,,,,,,,,,,,
"b""Maxime Plante Ton fun animal fact of the week !!!\nc.c. Antoine Desch\xc3\xaanes, toi qui \xc3\xa9tait jaloux que je tag Max dans des fun facts d'animaux !""",0,,,,,,,,,,,,,,,,,,
"b""This is the animal I've been waiting for you to make a video on.""",0,,,,,,,,,,,,,,,,,,
b'Ruhani Nazir these female hyenas can grow dick XDDDD tf',0,,,,,,,,,,,,,,,,,,
b'You guys are so awesome! Thank you for making this. It is information and fun!',0,,,,,,,,,,,,,,,,,,
b'I love this page you should do an episode on hangingflies',0,,,,,,,,,,,,,,,,,,
"b'Sounds more like the vagina is being pushed ""inside out"".  Like they said like a sock?'",0,,,,,,,,,,,,,,,,,,
"b'I knew a lot of this before hand but then learned way more! Well done, I love this page'",0,,,,,,,,,,,,,,,,,,
"b'Hey yo man I wanna know how vampire bats reproduce, cuz fruit bats do it differently right?'",0,,,,,,,,,,,,,,,,,,
b'I would love to see an episode on slugs!',0,,,,,,,,,,,,,,,,,,
b'Mariana k woah I thought only humans did this',0,,,,,,,,,,,,,,,,,,
b'Morgan Garcia ignore the name of the page ha but it\xe2\x80\x99s pretty interesting stuff!',0,,,,,,,,,,,,,,,,,,
"b'Lindsay, slug sex is definitely odd -- you can Google it.'",1,,,,,,,,,,,,,,,,,,
b'How about prairie dog or elephants or draft',0,,,,,,,,,,,,,,,,,,
b'Wouldn\xe2\x80\x99t it be easier to just say she has a headache? \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Chase Strange lol the more you know',0,,,,,,,,,,,,,,,,,,
b'maybe make that sense hyenas from the lion king Shenzi was bossy...',0,,,,,,,,,,,,,,,,,,
b'Danielle Braim who does this remind you of',0,,,,,,,,,,,,,,,,,,
b'This was so cool and weird Morgan Keoughan',0,,,,,,,,,,,,,,,,,,
"b'Veselin Chumpalov \xd1\x81\xd0\xb5\xd0\xb3\xd0\xb0 \xd1\x80\xd0\xb0\xd0\xb7\xd0\xb1\xd0\xb8\xd1\x80\xd0\xb0\xd0\xbc \xd1\x87\xd0\xb5 ""\xd0\xbd\xd0\xb5\xd0\xbb\xd0\xb0 \xd0\xb8\xd0\xbc\xd0\xb0 \xd0\xbd\xd0\xb5\xd0\xb3\xd1\x8a\xd1\x80\xd1\x81\xd0\xba\xd0\xb8 \xd1\x87\xd0\xb5\xd0\xbf"" \xd0\xb5 \xd0\xb1\xd0\xb8\xd0\xbb\xd0\xbe \xd0\xbc\xd0\xb5\xd1\x82\xd0\xb0\xd1\x84\xd0\xbe\xd1\x80\xd0\xb0...'",0,,,,,,,,,,,,,,,,,,
"b""So that's why Shenzi was the leader on Lion King.""",0,,,,,,,,,,,,,,,,,,
b'Katie Farmer Bekki Walker here we go a recap of last weeks lecture \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Well at least I learned something today.',0,,,,,,,,,,,,,,,,,,
b'Keeping y\xe2\x80\x99all educated on weird mating behaviors Temple Lindsay Andrew',0,,,,,,,,,,,,,,,,,,
b'Brandne Yanez the females have penises!!!!!!!!!!',0,,,,,,,,,,,,,,,,,,
b'Harry Arnold-Baldwin thought you might want to know how hyenas have sex.',1,,,,,,,,,,,,,,,,,,
b'Could anyone explain how copulation happens in this case?',0,,,,,,,,,,,,,,,,,,
"b'Jordan Nguyen wow female hyenas have vaginas that look like a dick, the more u know'",0,,,,,,,,,,,,,,,,,,
b'The Dragonfly!!!  It has some unique strategies :)',0,,,,,,,,,,,,,,,,,,
b'+97477476009 whatsapp sex chat group add please this number',1,,,,,,,,,,,,,,,,,,
b'Erin Bouchard weirdest animal fact I\xe2\x80\x99ve ever learned \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
"b""Here's something to start your day right... Bastiaan Boon absolutely love this page""",0,,,,,,,,,,,,,,,,,,
b'Literally what. Just learned so much Stephen Schmidt',0,,,,,,,,,,,,,,,,,,
b'Arlen \xc3\x86vum remember when I talked about this',0,,,,,,,,,,,,,,,,,,
b'Joe Wong this is close to what is written in the book i sent you',0,,,,,,,,,,,,,,,,,,
"b'Claudia Montemayor, cada vez que veo esta p\xc3\xa1gina creo que tu la disfrutar\xc3\xa1s jajajaj'",0,,,,,,,,,,,,,,,,,,
"b""isnt this only one sub species that's like this though?""",0,,,,,,,,,,,,,,,,,,
b'The one who loves sex is a special high',1,,,,,,,,,,,,,,,,,,
"b'girls..  knock me.... I well show you my drick,,..I ts soo sexy drick'",0,,,,,,,,,,,,,,,,,,
"b""Jonathan Rosendo Ramos traps aren't gay, they just have inside out vegena :~)""",0,,,,,,,,,,,,,,,,,,
b'Christian Duquette  just what did I just see lol\xf0\x9f\x98\xae\xf0\x9f\x98\xae\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Kelsey Johnson this is the my idea type of sex',1,,,,,,,,,,,,,,,,,,
"b'Annemarie Groenheijde je lach is geen toeval, powervrouw'",0,,,,,,,,,,,,,,,,,,
b'Melissa Camero Another thing to know \xf0\x9f\x98\x81',0,,,,,,,,,,,,,,,,,,
b'Tyler Aldrich this is oddly interesting lol',0,,,,,,,,,,,,,,,,,,
b'Griffin Nichols did you know this? \xf0\x9f\xa4\x94\xf0\x9f\x98\xae triviaaaa',0,,,,,,,,,,,,,,,,,,
b'Daniel Mejia  throwback to animal behavior',0,,,,,,,,,,,,,,,,,,
b'PPK no puede continuar negando sus v\xc3\xadnculos con la mafiosa y corrupta ODEBRECHT ..!',0,,,,,,,,,,,,,,,,,,
b'Wow . Really interesting',0,,,,,,,,,,,,,,,,,,
b'Damn I wish I had a pseudopenis',0,,,,,,,,,,,,,,,,,,
b'Oh my! Waiting on the next episode! \xf0\x9f\x90\xbc\xf0\x9f\x90\xa7\xf0\x9f\x90\x8a\xf0\x9f\x90\x8d\xf0\x9f\x90\xa1',0,,,,,,,,,,,,,,,,,,
b'This post was suggested to me. Yikes.',0,,,,,,,,,,,,,,,,,,
b'Dakota see they are like males\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'nice',0,,,,,,,,,,,,,,,,,,
"b'WHATSAPP LORD MORGAN ON HIS CONTACT +12534995394 IN HARD QUARTER UNITED STATE OF AMERICA ON HOW TO JOIN ILLUMINATI TEMPLE,THE HOME OF RICHES AND POWERS,WE WELCOME EVERY ONE TO THE GREAT TEMPLE OF ILLUMINATI WORLD\nOF RICHIES, FAME AND POWERS. ARE YOU A POLITICIANS,\nDOCTOR, ENGINEER, MODEL, GRADUATE, STUDENT,\nBUSINESSMAN OR WOMAN SEEKING FOR WISDOM, FAME,\nPOWER, KNOWLEDGE AND WEALTH!!!\nTHIS IS A GOLDEN OPPORTUNITY The great illuminati\norganization will make you Rich, Powerful, famous and\nwealthy.You can achieve all your dreams and heart desire by\nbeing a member of the illuminati brotherhood, Long life and\nprosperity here on earth with eternal life and jubilation..'",0,,,,,,,,,,,,,,,,,,
b'Can you guys do Kangaroos',0,,,,,,,,,,,,,,,,,,
b'Futa dogs. Got it',0,,,,,,,,,,,,,,,,,,
b'+919555259034 miss call me  for fun',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Kelly you\xe2\x80\x99re welcome.',0,,,,,,,,,,,,,,,,,,
"b""I'm loving this page""",0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'This video made my eggs retrieve.',0,,,,,,,,,,,,,,,,,,
"b""That's crazy!!!""",0,,,,,,,,,,,,,,,,,,
b'Jessica omg who knew',0,,,,,,,,,,,,,,,,,,
b'Wtf lol',0,,,,,,,,,,,,,,,,,,
b'Horse',0,,,,,,,,,,,,,,,,,,
"b""Ja..that's what I wanted to know abwt da hyenas..""",0,,,,,,,,,,,,,,,,,,
b'Phil collins...????wtf???',0,,,,,,,,,,,,,,,,,,
b'Darn. Why couldn\xe2\x80\x99t I have been a hyena?  LOL',0,,,,,,,,,,,,,,,,,,
b'Arkada\xc5\x9flar cok g\xc3\xbczel muhabeti var \nCok ate\xc5\x9fli atesini indirmek istiyen aradin hanim efendiyi bn doydum\n\ncemile 05538401365',0,,,,,,,,,,,,,,,,,,
b'Alex Plajer ezen musz\xc3\xa1j volt megjel\xc3\xb6ljelek...',0,,,,,,,,,,,,,,,,,,
b'These graphics just got me sad!',0,,,,,,,,,,,,,,,,,,
b'Its natural social life.',0,,,,,,,,,,,,,,,,,,
b'Allyssa Kilanowski \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'You better laugh!',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'like frend',0,,,,,,,,,,,,,,,,,,
b'Dog and girl xxxvido have',0,,,,,,,,,,,,,,,,,,
b'Sounds awful. :o/',0,,,,,,,,,,,,,,,,,,
b'John holy crap!',0,,,,,,,,,,,,,,,,,,
b'Anybody wanna sex chat?',1,,,,,,,,,,,,,,,,,,
b'I never knew!\xf0\x9f\x98\xb3',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd8\xa7\xd8\xa7\xd8\xa7\xd8\xa7\xd8\xa7\xd9\x87 \xd8\xb2\xd8\xa8\xd9\x8a \xd9\x86\xd8\xa7\xd8\xa7\xd8\xa7\xd8\xb1 \xd9\x84\xd9\x84\xd9\x8a\xd8\xa8\xd9\x8a\xd8\xa7\xd8\xaa \xd8\xa8\xd8\xb3 \xd9\x83\xd8\xa7\xd9\x86 \xd8\xaa\xd8\xb4\xd9\x88\xd9\x81\xd9\x86\xd9\x87 \xd8\xa8\xd8\xb3 \xd8\xa7\xd8\xad\xd8\xad\xd8\xad\xd8\xad\xd8\xad\xd8\xad \xd9\x88\xd8\xa7\xd8\xa7\xd8\xa7\xd8\xa7\xd9\x84\xd8\xb9',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Trap hyenas',0,,,,,,,,,,,,,,,,,,
b'Lady boy of animal kingdom \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Just crazy:)',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'This show is awesome',0,,,,,,,,,,,,,,,,,,
b'Yooo wtf',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd8\xb1\xd9\x8a\xd8\xaf \xd8\xa8\xd9\x86\xd8\xaa \xd8\xb3\xd9\x83\xd8\xb3\xd9\x8a\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x87\xd8\xa7\xd9\x8a\xd8\xac\xd8\xa9 \xd9\x8a\xd9\x84\xd9\x8a \xd8\xaa\xd8\xb9\xd8\xb1\xd9\x81 \xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a \xd8\xaa\xd8\xac\xd9\x8a \xd8\xae\xd8\xa7\xd8\xb5 \xd8\xa8\xd8\xb3\xd8\xb1\xd8\xb9\xd8\xa9',0,,,,,,,,,,,,,,,,,,
b'Stingrays and lobsters',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Well I Guess They Are Animals .Den Get Sense',0,,,,,,,,,,,,,,,,,,
b'kumusta ka mahal',0,,,,,,,,,,,,,,,,,,
"b""I don't have a female""",0,,,,,,,,,,,,,,,,,,
b'murag nawong og lalat',0,,,,,,,,,,,,,,,,,,
b'fascinating',0,,,,,,,,,,,,,,,,,,
b'Iris Schmidt und des is die seitn wosi da gsogt hob',0,,,,,,,,,,,,,,,,,,
b'Peter Gibbons\nInteresting documentary \xf0\x9f\x98\xb3\xf0\x9f\x98\xb2',0,,,,,,,,,,,,,,,,,,
b'Cool.point',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x84\xd8\xa7\xd9\x85.\xd8\xb9\xd9\x84\xd9\x8a\xd9\x83\xd9\x85',0,,,,,,,,,,,,,,,,,,
b'People wild sex',1,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd8\xa8\xd9\x86\xd8\xaa \xd8\xb3\xd8\xad\xd8\xa7\xd9\x82\xd9\x8a\xd9\x87 \xd9\x85\xd8\xab\xd9\x84\xd9\x8a \xd9\x86\xd8\xa7\xd8\xb1 \xd9\x81\xd9\x8a \xd8\xa8\xd9\x84\xd8\xac\xd9\x8a\xd9\x83\xd8\xa7',0,,,,,,,,,,,,,,,,,,
b'Es tan rico',0,,,,,,,,,,,,,,,,,,
b'Jae Cash',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87 \xd9\x81\xd9\x8a \xd9\x85\xd8\xad\xd8\xb1\xd9\x88\xd9\x85\xd9\x87 \xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd9\x87 \xd9\x81\xd9\x8a \xd8\xa7\xd9\x88\xd8\xb1\xd8\xa8\xd8\xa7',0,,,,,,,,,,,,,,,,,,
b'Ekle',0,,,,,,,,,,,,,,,,,,
b'Vivian Meng very interesting. pseudopenis.',0,,,,,,,,,,,,,,,,,,
b'WOW',0,,,,,,,,,,,,,,,,,,
b'Marcela Lopez hay que culturizarse',0,,,,,,,,,,,,,,,,,,
b'hiii',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'gvv',0,,,,,,,,,,,,,,,,,,
b'I',0,,,,,,,,,,,,,,,,,,
b'hey',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'can i watchs this',0,,,,,,,,,,,,,,,,,,
b'I love the way',0,,,,,,,,,,,,,,,,,,
b'wow I NEED TOO.',0,,,,,,,,,,,,,,,,,,
b'Pictureisnotfound',0,,,,,,,,,,,,,,,,,,
b'ayyat hear dost k talash h \n03217910163',0,,,,,,,,,,,,,,,,,,
b'nnice',0,,,,,,,,,,,,,,,,,,
b'Yeah right bro',0,,,,,,,,,,,,,,,,,,
"b""Gap yo'""",0,,,,,,,,,,,,,,,,,,
b'\xd8\xb1\xd8\xa7\xd9\x81\xd8\xb9 \xd8\xa7\xd9\x84\xd8\xa7\xd8\xb1\xd8\xac\xd9\x84',0,,,,,,,,,,,,,,,,,,
b'Ha Iwe',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd8\xb4\xd8\xa7\xd9\x87\xd8\xaf\xd8\xa9 \xd9\x81\xd9\x8a\xd8\xaf\xd9\x8a\xd9\x88',0,,,,,,,,,,,,,,,,,,
b'E40 is a hyena',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3 \xd9\x81\xd9\x8a\xd8\xaf\xd9\x8a\xd9\x88 \xd8\xb3\xd9\x8a\xd8\xb1\xd9\x88\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'Do horse',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Add for real sex',1,,,,,,,,,,,,,,,,,,
b'Neat',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\xb2',0,,,,,,,,,,,,,,,,,,
b'Scx',0,,,,,,,,,,,,,,,,,,
b'\xef\xba\xa3\xef\xbb\xa0\xef\xbb\xae',0,,,,,,,,,,,,,,,,,,
b'Lol',0,,,,,,,,,,,,,,,,,,
b'Yes',0,,,,,,,,,,,,,,,,,,
b'PONO',1,,,,,,,,,,,,,,,,,,
b's',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'@meraykal add me',0,,,,,,,,,,,,,,,,,,
"b'i will sex,, 01640363618'",1,,,,,,,,,,,,,,,,,,
b'Yoh',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'I want',0,,,,,,,,,,,,,,,,,,
b'19023184163 text to talk about this video',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3 \xd9\x81\xd9\x8a\xd8\xaf\xd9\x8a\xd9\x88 \xd8\xb3\xd9\x8a\xd8\xb1\xd9\x88\xd8\xb3',0,,,,,,,,,,,,,,,,,,
"b""Who's available now?""",0,,,,,,,,,,,,,,,,,,
b'Mahala.  video',0,,,,,,,,,,,,,,,,,,
b'\xd9\x81\xd9\x8a\xd8\xaf\xd9\x8a\xd9\x88 \xd8\xb3\xd9\x83\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'ShouLin Johnson got a new one for ya!',0,,,,,,,,,,,,,,,,,,
b'Its Interesting And Funny',0,,,,,,,,,,,,,,,,,,
b'\xe1\x80\x94\xe1\x80\xad\xe1\x80\xaf\xe1\x80\x84\xe1\x80\xb9\xe1\x80\x84\xe1\x80\xb6\xe1\x80\xbb\xe1\x80\x81\xe1\x80\xac\xe1\x80\xb8\xe1\x80\x9c\xe1\x80\xaf\xe1\x80\xad\xe1\x80\xb8\xe1\x80\x80\xe1\x80\xac\xe1\x80\xb8',0,,,,,,,,,,,,,,,,,,
b'wild.Sex',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d\xf0\x9f\x98\x8d',0,,,,,,,,,,,,,,,,,,
b'bor youli Sa va',0,,,,,,,,,,,,,,,,,,
b'I love this page ^^  you should do an episode on cockroaches',0,,,,,,,,,,,,,,,,,,
b'Melissa Leal I love hyenas!!!',0,,,,,,,,,,,,,,,,,,
b'Cameron Mckenzie Esmeralda Fisher this is what I was talking about haha',0,,,,,,,,,,,,,,,,,,
b'Nynke Teerenstra deed me denken aan jou',0,,,,,,,,,,,,,,,,,,
b'http://link.tl/1dbCh    Porn archive',0,,,,,,,,,,,,,,,,,,
b'Hmmmmm',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'Ben \xf0\x9f\x91\x80\xf0\x9f\x98\x84\xf0\x9f\x99\x88\n Gary',0,,,,,,,,,,,,,,,,,,
b'Cujo Halstead interesting',0,,,,,,,,,,,,,,,,,,
b'Kayla Marie holy shit',0,,,,,,,,,,,,,,,,,,
b'Entendeu agr Carlos Junior',0,,,,,,,,,,,,,,,,,,
b'Faith K Moyo check this out!',0,,,,,,,,,,,,,,,,,,
b'Karen Yessel Garza this is the page amor',0,,,,,,,,,,,,,,,,,,
b'woooooooow Alexandra DiNatale',0,,,,,,,,,,,,,,,,,,
b'Ashraf Fiek Albakri  hyenas \xd9\x8a\xd8\xb9\xd9\x86\xd9\x8a \xd8\xa7\xd9\x84\xd8\xb6\xd8\xa8\xd8\xb9',0,,,,,,,,,,,,,,,,,,
"b""Alex Thompson, Aaron D'Innocenzo, Tod Tepfenhart""",0,,,,,,,,,,,,,,,,,,
b'Christina Streitberger mufaaaasaaa',0,,,,,,,,,,,,,,,,,,
b'Serina Markham Alexis Champagne you\xe2\x80\x99re welcome',0,,,,,,,,,,,,,,,,,,
b'Christy Alexander Cody Hudgins Blake Smith this crap is crazy',0,,,,,,,,,,,,,,,,,,
b'Jenn Elric\n\nOh o.o',0,,,,,,,,,,,,,,,,,,
b'Ali Ayoub \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Louise McCutcheon I TOLD YOU \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Rorriizz...',0,,,,,,,,,,,,,,,,,,
b'Bryan Adam Johnson pseudopenis',0,,,,,,,,,,,,,,,,,,
b'im so shook Kel Sy Sophie Bes',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\xb2\xf0\x9f\x98\xb5 Puja Datta',0,,,,,,,,,,,,,,,,,,
b'Dani Escobar Endo lol',0,,,,,,,,,,,,,,,,,,
b'Christina Rushton pene jaja',0,,,,,,,,,,,,,,,,,,
b'Mario Villavicencio :o',0,,,,,,,,,,,,,,,,,,
b'Ricko Mangubat \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Alejandra Segovia...welp',0,,,,,,,,,,,,,,,,,,
b'Shella GHelder Ella Helder',0,,,,,,,,,,,,,,,,,,
b'Kidd Marksen Shannon Trepus Aimee Oliver',0,,,,,,,,,,,,,,,,,,
b'Kelly Cooper van Mierlo :D',0,,,,,,,,,,,,,,,,,,
b'Mackenzie Hunter O.o',0,,,,,,,,,,,,,,,,,,
b'Heather Long Cody Marland',0,,,,,,,,,,,,,,,,,,
b'Sydney',0,,,,,,,,,,,,,,,,,,
b'Ellie Ford',0,,,,,,,,,,,,,,,,,,
b'Daniel Williams',0,,,,,,,,,,,,,,,,,,
b'Rhys Bird',0,,,,,,,,,,,,,,,,,,
b'Tanishk Dogra',0,,,,,,,,,,,,,,,,,,
b'Julia Nellie Alexandra Thulin',0,,,,,,,,,,,,,,,,,,
b'Farid Benchellal',0,,,,,,,,,,,,,,,,,,
b'Ashlee Madden',0,,,,,,,,,,,,,,,,,,
b'Bex Holmes',0,,,,,,,,,,,,,,,,,,
b'William Northey',0,,,,,,,,,,,,,,,,,,
b'Joshua Hernandez',0,,,,,,,,,,,,,,,,,,
b'Amber Wilson',0,,,,,,,,,,,,,,,,,,
b'Ardandia Campbell-Williams',0,,,,,,,,,,,,,,,,,,
b'Stiof\xc3\xa1n MacConmhaoil',0,,,,,,,,,,,,,,,,,,
b'Julia Graczyk',0,,,,,,,,,,,,,,,,,,
b'Jocelyn Fredriksson',0,,,,,,,,,,,,,,,,,,
b'Gilda Djebarat',0,,,,,,,,,,,,,,,,,,
b'Siobhan Kehoe Judy Feld',0,,,,,,,,,,,,,,,,,,
b'Brett Green',0,,,,,,,,,,,,,,,,,,
b'Ridge Tyler',0,,,,,,,,,,,,,,,,,,
b'Taya Colledge',0,,,,,,,,,,,,,,,,,,
b'Megan Itzkowitz Nicole Kariott',0,,,,,,,,,,,,,,,,,,
b'Emma Leah',0,,,,,,,,,,,,,,,,,,
b'Monica Nicole Treki Thomas Neves',0,,,,,,,,,,,,,,,,,,
b'Tara Benjamin lol',0,,,,,,,,,,,,,,,,,,
b'Chris Mcgown',0,,,,,,,,,,,,,,,,,,
b'Jon Bell-Clement D:',0,,,,,,,,,,,,,,,,,,
b'K\xc3\xa1ri Bl\xc3\xb6ndal',0,,,,,,,,,,,,,,,,,,
b'Meredith Kristina Blackburn',0,,,,,,,,,,,,,,,,,,
b'Charlie Williams',0,,,,,,,,,,,,,,,,,,
b'Digi Murmu',0,,,,,,,,,,,,,,,,,,
b'Aidan Hamilton',0,,,,,,,,,,,,,,,,,,
b'Xanthe Thompson',0,,,,,,,,,,,,,,,,,,
b'Stephanie Dexter',0,,,,,,,,,,,,,,,,,,
b'Harry',0,,,,,,,,,,,,,,,,,,
b'Inakuwaje ladies na jentruman',0,,,,,,,,,,,,,,,,,,
b'Chemo Fierro',0,,,,,,,,,,,,,,,,,,
b'Lea Vicky',0,,,,,,,,,,,,,,,,,,
b'Charles Powell',0,,,,,,,,,,,,,,,,,,
b'Suchithra Priya!!',0,,,,,,,,,,,,,,,,,,
b'Emily Hollifield Cole Bartlett Jeffrey Hollifield',0,,,,,,,,,,,,,,,,,,
b'Brandon Maciulla',0,,,,,,,,,,,,,,,,,,
b'Misty Santos  Marina Ingram Savannah Astheimer',0,,,,,,,,,,,,,,,,,,
b'Danielle Layne Mary Beth Scott Vitaly Vogelman',0,,,,,,,,,,,,,,,,,,
b'Rusty Parris',0,,,,,,,,,,,,,,,,,,
b'Vishnu Kumar',0,,,,,,,,,,,,,,,,,,
b'Nicola Duncalf!',0,,,,,,,,,,,,,,,,,,
b'Kassy Labo',0,,,,,,,,,,,,,,,,,,
b'Brandon Todd',0,,,,,,,,,,,,,,,,,,
b'Charlie Carter',0,,,,,,,,,,,,,,,,,,
b'Christian Flores',0,,,,,,,,,,,,,,,,,,
b'Gifted Miah',0,,,,,,,,,,,,,,,,,,
b'Jessy Clement',0,,,,,,,,,,,,,,,,,,
b'Liz McGuirl Kelsey Collins',0,,,,,,,,,,,,,,,,,,
b'Jack Sully',0,,,,,,,,,,,,,,,,,,
b'Anna Turner-Cameron',0,,,,,,,,,,,,,,,,,,
b'Elle VdcEva Scherly',0,,,,,,,,,,,,,,,,,,
b'Tan Yan Qian',0,,,,,,,,,,,,,,,,,,
b'Anna Dimitriadi',0,,,,,,,,,,,,,,,,,,
b'Hugo',0,,,,,,,,,,,,,,,,,,
b'Derek Kenney',0,,,,,,,,,,,,,,,,,,
b'Tyler Cooper',0,,,,,,,,,,,,,,,,,,
b'Bryan Ho',0,,,,,,,,,,,,,,,,,,
b'Amber Morse',0,,,,,,,,,,,,,,,,,,
b'Tyler Lawless',0,,,,,,,,,,,,,,,,,,
b'Jess Cameron',0,,,,,,,,,,,,,,,,,,
b'Agy Zdrali',0,,,,,,,,,,,,,,,,,,
b'Garritt Carleton',0,,,,,,,,,,,,,,,,,,
b'Irene Kaila Moore',0,,,,,,,,,,,,,,,,,,
b'Angie Howe',0,,,,,,,,,,,,,,,,,,
b'Andy Burger',0,,,,,,,,,,,,,,,,,,
b'Stefanie',0,,,,,,,,,,,,,,,,,,
b'Zachry Robinson',0,,,,,,,,,,,,,,,,,,
b'Evan Nicole',0,,,,,,,,,,,,,,,,,,
b'Chelsea Marshall',0,,,,,,,,,,,,,,,,,,
b'Joseph Schofield',0,,,,,,,,,,,,,,,,,,
b'Hanneke Zwiers',0,,,,,,,,,,,,,,,,,,
b'Ana Carolina Montalvo P',0,,,,,,,,,,,,,,,,,,
b'Melissa Vona',0,,,,,,,,,,,,,,,,,,
b'Mia Elias',0,,,,,,,,,,,,,,,,,,
b'Barbara C. Hansen-Calloway',0,,,,,,,,,,,,,,,,,,
b'Mat\xc3\xadas Delgado Araneda',0,,,,,,,,,,,,,,,,,,
b'Bryan Munoz',0,,,,,,,,,,,,,,,,,,
